business_id,business_name,address,city,state,postal_code,latitude,longitude,stars,review_count,categories
JyxHvtj-syke7m9rbza7mA,Sushi House Goyemon,"5255 S Decatur Blvd, Ste 118-119",Las Vegas,NV,89118,36.0944572,-115.2088673,3.5,1799,"Restaurants, Sushi Bars, Japanese"
6nbPXEjmBnDtsgM_YNwGjw,Island Flavor,"8846 S Eastern Ave, Ste 102",Las Vegas,NV,89123,36.028504816,-115.1177676413,4.5,351,"Restaurants, Hawaiian"
QCbptr697vAb630rIq9gUQ,Winter In July - A Pop-Up Lunch with Yonaka and Snow Shavery,4983 W Flamingo Rd,Las Vegas,NV,89103,36.1149052,-115.2097436,5.0,7,"Chinese, Local Flavor, Japanese, Restaurants"
5llCyMtS_WyUVKXCtpdaJQ,Starbucks,"840 S. Rancho Drive, #18",Las Vegas,NV,89106,36.161646,-115.173289,3.0,63,"Food, Restaurants, Coffee & Tea"
Fy5D1YcWiGUl7ZelcOiLdQ,Firehouse Subs,"9540 W. Flamingo Ave., Ste 165",Las Vegas,NV,89147,36.115486471,-115.3001354036,4.0,48,"Fast Food, Sandwiches, Restaurants, Delis"
dWw7M_JsAVUprR86--89ZA,Moo Woo Korean BBQ,"5770 Centennial Center Blvd, Ste 150",Las Vegas,NV,89149,36.266339,-115.258826,4.5,336,"Korean, Asian Fusion, Barbeque, Restaurants"
zhxnD7J5_sCrKSw5cwI9dQ,Popeyes Louisiana Kitchen,4505 E Bonanza Rd,Las Vegas,NV,89110,36.1731404,-115.0779447,2.0,18,"American (Traditional), Fast Food, Chicken Wings, Restaurants"
gTlKDwjfiNvCc5mnl8p1NQ,Cafe El Mundo Cubano,"5781 W Sahara Ave, Ste 100",Las Vegas,NV,89146,36.1435394,-115.2203807,3.5,56,"Nightlife, Tapas Bars, Bars, Restaurants, Cuban, Lounges, Dance Clubs"
vDFpEElyFDj85owh8Z8aRw,Denny's,9840 S Las Vegas Blvd,Las Vegas,NV,89183,36.0112566879,-115.1718320774,3.0,17,"American (Traditional), Breakfast & Brunch, Restaurants, Diners"
3FlWR_osNPb8dcqLgHebHw,Mimi's Cafe,1121 S Fort Apache,Las Vegas,NV,89117,36.1577139,-115.2918614,3.0,266,"French, American (Traditional), Restaurants, Breakfast & Brunch"
ROZCc1XMuAJpyhvTxotQ6w,Palm Pizza,3411 E Charleston Blvd,Las Vegas,NV,89104,36.1584128,-115.1007629,2.5,43,"Sandwiches, Burgers, American (Traditional), Restaurants, Pizza"
nD_7R5bVxRYNHKv_dGlhBA,Timbers Rancho,4061 N Rancho Dr,Las Vegas,NV,89130,36.2341444,-115.2282365,4.0,28,"Casinos, Arts & Entertainment, Restaurants, Nightlife, Bars, Sandwiches, Burgers, American (Traditional)"
Ei21gZXbsXbJlWL0QxLVzA,Domino's Pizza,3395 E Tropicana Ave,Las Vegas,NV,89121,36.0996688,-115.1014346,2.0,37,"Sandwiches, Restaurants, Pizza, Chicken Wings"
ZKgRlphtyvKNl2sa0Mz2LA,Strip Jerky,"7450 W Cheyenne Ave, Ste 102",Las Vegas,NV,89129,36.2190735,-115.2588916,5.0,17,"Food, Specialty Food, Restaurants"
ZTCKRVCjdcb2eS_-260O2A,China Joe's,3886 W Sahara Ave,Las Vegas,NV,89102,36.1451911,-115.1925931,3.0,6,"Chinese, Restaurants"
GisIy4El3OAxJwnkovgv_A,Hot Dog on a Stick,4300 Meadows Ln,Las Vegas,NV,89107,36.1725319,-115.197258,3.0,25,"Hot Dogs, Restaurants"
F4VS-6xnpDoNBRGPoLrtjA,Novecento Pizzeria,"6375 S Rainbow Blvd, Ste 100",Las Vegas,NV,89118,36.0727196017,-115.2433035482,4.0,49,"Italian, Pizza, Restaurants"
jXyy2Vc-Dgp7QguQJSfnXw,Lazeez,"8560 W Desert Inn Rd, Ste D-3",Las Vegas,NV,89117,36.1300414,-115.2777854,4.0,305,"Halal, Indian, Restaurants, Mediterranean"
IQnUxhO7oieEP7-5ZVJ4uA,Siamese Bistro,"7835 S Rainbow Blvd, Ste 3",Las Vegas,NV,89139,36.0450190157,-115.244142913,3.5,132,"Restaurants, Vegetarian, Thai, Chinese, Salad"
Z6t15TXGlVh3-2ClZunCgg,Tacos El Potrero,5485 W Flamingo Rd,Las Vegas,NV,89103,36.1147877196,-115.2159833822,4.0,36,"Restaurants, Mexican, Food Trucks, Food"
Pw1v2dO5sZAS5OhqAtYx9w,SlickMeals,6000 S Durango Dr,Las Vegas,NV,89113,36.079959,-115.278636,4.5,7,"Comfort Food, Restaurants"
pzBTsxScWslK5VpfK-qWjw,Sea Harbour,3570 Las Vegas Blvd S,Las Vegas,NV,89109,36.1161559,-115.1750576,2.5,11,"Asian Fusion, Seafood, Restaurants"
iCQpiavjjPzJ5_3gPD5Ebg,Secret Pizza,"3708 Las Vegas Blvd S, Level 3, The Boulevard Tower",Las Vegas,NV,89109,36.109837,-115.174212,4.0,4286,"Pizza, Restaurants"
MR-oGBw4MLDoqAwS6TaYZw,Wendy's,4560 N Rancho Dr,Las Vegas,NV,89130,36.2424474,-115.2349356,2.0,35,"Hot Dogs, Fast Food, Burgers, Restaurants"
wKI0q-WkPi0N3Mk_T3frmQ,Panda Express,11011 W Charleston Blvd,Las Vegas,NV,89135,36.155728,-115.334217,3.0,24,"Fast Food, Restaurants, Chinese"
w_A1qFeQ3vOl7o4kdBxPXA,Muse Asian Cuisine & Lounge,"5115 W Spring Mountain Rd, Ste 107",Las Vegas,NV,89146,36.1260441832,-115.2114479371,3.5,16,"Coffee & Tea, Food, Asian Fusion, Karaoke, Lounges, Restaurants, Bars, Cafes, Nightlife"
zpoZ6WyQUYff18-z4ZU1mA,The Goodwich Downtown,"900 S Las Vegas Blvd, Ste 120",Las Vegas,NV,89101,36.1599382942,-115.1474527177,4.5,633,"Breakfast & Brunch, Desserts, Sandwiches, Salad, Food, Street Vendors, Restaurants"
xpSDcwyIhkSz4fhwmV2Wdw,Tia's Cafe,1717 S Decatur Blvd,Las Vegas,NV,89102,36.150798,-115.2056,4.5,12,"Mexican, Restaurants"
pTW2TYYRNXn-jPn7GWn_1Q,Roma Garden,5715 S Pecos Rd,Las Vegas,NV,89120,36.085437,-115.102399,3.5,12,"Italian, Restaurants, Pizza"
kvxSYzWonG0Gf0TlOF0nkA,Taco Bell,401 S Decatur Blvd,Las Vegas,NV,89107,36.1679934126,-115.2055582148,3.0,29,"Mexican, Restaurants, Tex-Mex, Fast Food"
e9q0RPoKoja0C4Q_a6cnZA,Smoke's Poutinerie,725 Las Vegas Blvd S,Las Vegas,NV,89101,36.161205,-115.145457,4.0,52,"Poutineries, Restaurants"
6Na0jTJjX5GQY_ZJ53G02A,Verrazano Pizza,"2381 E Windmill Ln, Ste 20",Las Vegas,NV,89123,36.0410492,-115.12081,3.5,111,"Restaurants, Pizza, Italian"
Y9oYrGHiMyRIRaudSWomzg,Teriyaki Madness,"6171 N Decatur Blvd, Ste 110",Las Vegas,NV,89130,36.271119,-115.207257,3.5,91,"Restaurants, Asian Fusion, Hawaiian, Japanese"
S9Mq_9OmsL-_azC4Kczl4w,Johnny Rockets,"Palace Station, 2411 West Sahara Ave",Las Vegas,NV,89102,36.1428688398,-115.1749767837,1.5,13,"Food, Sandwiches, Restaurants, Desserts, Diners, American (Traditional), Burgers"
paXy0JJM_4LgRyWtqIjxQw,Pho Hoa,"4503 Paradise Rd, Ste Alas",Las Vegas,NV,89169,36.1071917,-115.1521039,2.5,4,"Restaurants, Vietnamese, Soup"
DbEszO3wk1xVmN3pCPob2g,Jamms Restaurant,1029 S Rainbow Blvd,Las Vegas,NV,89145,36.159706,-115.245078,4.5,1064,"Restaurants, Breakfast & Brunch, American (New), American (Traditional)"
AnXovUgUHJap3QaDRnjL1w,Blueberry Hill Family Restaurant,3790 E Flamingo Rd,Las Vegas,NV,89121,36.1161975,-115.092388,4.0,379,"Restaurants, Diners, American (New), Breakfast & Brunch"
TyikKXcjTFmhyFizuaU_FA,Burger King,6677 W Cheyenne Ave,Las Vegas,NV,89108,36.2177423,-115.2418417,2.0,30,"Fast Food, Burgers, Restaurants"
jA6fLtwQpiHzJCdsswFgfg,Antigua Guatemala Restaurant,"4632 S Maryland Pkwy, Ste 17",Las Vegas,NV,89119,36.1049744,-115.1359993,3.5,10,"Restaurants, Mexican, Latin American"
JXdzS5ez3semEliQyhLnqw,The Dapper Doughnut,3799 S Las Vegas Blvd,Las Vegas,NV,89109,36.10248,-115.17149,4.0,66,"Coffee & Tea, Food, Desserts, Salad, Donuts, Restaurants, Chicken Wings"
qov0ZyFFLCIKM-9ewBqPjw,Rush Hour Tavern,"3985 E Sunset Rd, Ste A",Las Vegas,NV,89120,36.070636053,-115.0876810615,4.0,15,"Restaurants, Bars, Nightlife, American (Traditional)"
vw6WWSFqJmeeQr-MUpAMUg,Don Tortaco Mexican Grill,"430 E Silverado Ranch, Ste 100",Las Vegas,NV,89123,36.0140023646,-115.1550030336,3.0,88,"Restaurants, Mexican"
oH6QAuoTLFaX97oqqpLTMg,Familia Pizzeria,8090 S Durango Dr,Las Vegas,NV,89113,36.042461,-115.2782,4.0,349,"Italian, Desserts, Sandwiches, Food, Pizza, Restaurants"
3lRFcrfR3IrSAQJtrnn80A,El Salvador 503,"1745 S Rainbow Blvd, Ste C",Las Vegas,NV,89146,36.1519891821,-115.243704021,3.5,34,"Restaurants, Spanish, Latin American, Salvadoran, Mexican"
T9XOUa2dX4conDOqjUtmhA,Sicily's Pizza II,3137 Industrial Rd,Las Vegas,NV,89109,36.1326597,-115.1728049,1.5,11,"Italian, Restaurants, Pizza"
GMefGnN17POrLde1PPBzNg,Outside Inn,9941 W Charleston Blvd,Las Vegas,NV,89117,36.1573134,-115.31363,3.0,39,"American (Traditional), Restaurants"
Oh62VtPS3Jj9e6CNRxJh5w,Banana Leaf Café,2901 S Las Vegas Blvd,Las Vegas,NV,89109,36.1356446,-115.1615118,2.5,65,"Food, Asian Fusion, Coffee & Tea, Restaurants, Chinese, Cafes, American (Traditional)"
Gd2OE3FIWzv5boI99bM6Iw,Kazuki Sushi,10670 Southern Highlands Pkwy,Las Vegas,NV,89141,35.995198,-115.206747,3.5,182,"Restaurants, Sushi Bars, Soup, Japanese"
XiVHxG2nUSp_bn4dBbs4Cg,Sushi House Manda,4790 S Ft. Apache Rd,Las Vegas,NV,89147,36.102015,-115.2965319,5.0,4,"Restaurants, Japanese"
COgwFthJpS4We16W5Gf4lw,Pamplemousse Le Restaurant,400 E Sahara Ave,Las Vegas,NV,89104,36.144096,-115.152417,4.0,228,"French, Seafood, Mediterranean, Restaurants"
hxBuRtfp1Te_dyyio4UdkA,Maribel's Mexican Food,3088 E Sunset Rd,Las Vegas,NV,89120,36.2401550039,-115.1174476558,4.0,5,"Mexican, Restaurants, Nightlife, Bars, American (New), Sports Bars"
D1BrHyiZON7u_ef-qt4_Uw,Yagyu Yakiniku,"4355 W Spring Mountain Rd, Ste 107",Las Vegas,NV,89102,36.125908,-115.197906,3.5,145,"Korean, Seafood, Japanese, Barbeque, Restaurants, Steakhouses"
aNGcHb8rjFFI9nY_fUgImg,Kona Grill,3200 S Las Vegas Blvd,Las Vegas,NV,89109,36.1272067684,-115.1688743554,4.0,329,"Restaurants, American (New), Sushi Bars"
_-QrdVYJbebaC2qschZ6iQ,Little Caesars Pizza,4559 W. Charleston Blvd. Suite D32,Las Vegas,NV,89102,36.1585364,-115.2020084,1.5,26,"Pizza, Fast Food, Restaurants"
JWN22sQ7cl9KjmIk0nMbUg,Taco Bell,2025 Buffalo Dr,Las Vegas,NV,89128,36.197123422,-115.2608641942,2.0,27,"Restaurants, Tex-Mex, Mexican, Fast Food"
jWUShkhq7Fe3OKr3NvQecQ,Normandie,5190 S Valley View Blvd,Las Vegas,NV,89118,36.095691,-115.189211,4.0,5,"Bakeries, Breakfast & Brunch, Restaurants, Sandwiches, French, Food"
ppobG2P-YmqTPy0s4MTRtA,The Smashed Pig Gastropub,509 Fremont St,Las Vegas,NV,89101,36.16881,-115.140343,4.5,422,"Nightlife, British, American (New), Bars, Gastropubs, Pubs, Restaurants"
pidpBdWsOFfe7pWypBIoiQ,Miga Korean Bistro,6112 W Flamingo Rd,Las Vegas,NV,89103,36.1161541,-115.2255273,4.0,74,"Korean, Restaurants, Hawaiian, Asian Fusion"
uDeycmwCy26ALJHeG3SsEA,Buffalo Wild Wings,"6640 N. Durango Dr, Ste 110",Las Vegas,NV,89149,36.2812317365,-115.2861511407,3.0,291,"American (Traditional), Nightlife, Chicken Wings, Bars, Restaurants, Sports Bars"
DGX2ldVGub9F1EAU9R7C5A,Subway,8110 W Warm Springs Blvd,Las Vegas,NV,89113,36.055948,-115.2680615,2.0,59,"Restaurants, Sandwiches, Fast Food, Soup"
h_g5HV6Fw2rinZ3xqFwygw,Seasons Buffet,3333 Blue Diamond Rd,Las Vegas,NV,89139,36.041821,-115.18475,3.5,340,"Buffets, Restaurants"
leZNWLccyBaXpPIRPK_lsA,Fazoli's,1260 N Town Center Dr,Las Vegas,NV,89134,36.183767,-115.308703,3.5,50,"Restaurants, Italian"
AMTNJbYbu0OMMAkx4meQxw,Circo,"Bellagio Las Vegas, 3600 S Las Vegas Blvd",Las Vegas,NV,89109,36.11199,-115.177001,4.0,200,"Restaurants, Italian"
xcL8PNpRygalnejv0bp1-w,Tacos El Compita 3,4455 E Tropicana St,Las Vegas,NV,89121,36.0997216522,-115.0768536749,4.5,40,"Mexican, Restaurants"
B3omTXI--0eiBC7nCv_WXg,Farm Basket,6148 W Charleston Blvd,Las Vegas,NV,89146,36.1594218,-115.2250915,3.5,182,"Restaurants, Fast Food, American (New)"
AiLlU89krS-2QG5bO5dcjw,Country Kitchen,23 N Mojave Rd,Las Vegas,NV,89101,36.160158,-115.10591,4.0,3,"Restaurants, Food, Breakfast & Brunch, Chicken Wings"
td-NOo-k4xhfVmO5X92uAg,Beijing Noodle Cafe,4130 S Sandhill Rd,Las Vegas,NV,89121,36.1139613,-115.0909203,4.0,174,"Restaurants, Chinese, Asian Fusion"
aJK0MWXKgXIgQUCM9fqSJQ,The Original Graziano's Pizza Restaurant,8410 W Desert Inn Rd,Las Vegas,NV,89117,36.1297818,-115.2746743,3.5,68,"Restaurants, Pizza, Italian"
dPxZI9lrKTl5dvFfnb1_Ig,Trattoria Italia,"9905 S Eastern Ave, Ste 140",Las Vegas,NV,89183,36.0100729,-115.1186456,4.5,329,"Italian, Seafood, Pizza, Restaurants"
sED2nCJYPWgjTK64_x9IRw,Carl's Jr Restaurants,3866 W Sahara Ave,Las Vegas,NV,89102,36.144754,-115.1927602,4.0,10,"Fast Food, Restaurants"
9hEPwq1GmU1dp3ZyBB9ASQ,Pt's Gold,6235 S Decatur Blvd,Las Vegas,NV,89118,36.0764085,-115.2087831,3.0,49,"Nightlife, American (New), Restaurants, Pubs, Bars, Pizza, Sports Bars, Breakfast & Brunch"
MMvrkQsrZJviAz2sLd_voQ,Kung Fu Chef,"5115 Spring Mountain Rd, Ste 103",Las Vegas,NV,89146,36.1257691617,-115.2113492946,3.5,21,"Asian Fusion, Chinese, Food, Coffee & Tea, Restaurants"
TSHrEyqHJbBbjmnwwmEN8w,Shintaro,"Bellagio Hotel, 3600 Las Vegas Blvd S",Las Vegas,NV,89109,36.112238,-115.1790843,3.5,12,"Restaurants, Sushi Bars, Japanese"
vJIuDBdu01vCA8y1fwR1OQ,CakesbyToi,"3940 Martin Luther King Blvd, Ste 101",Las Vegas,NV,89106,36.1922841,-115.1592718,1.5,3,"Food, Bakeries, American (Traditional), Restaurants"
bAdwf-n52f46-ZjlfJ1Hwg,Roberto's Taco Shop,7251 W Azure Dr,Las Vegas,NV,89130,36.272953,-115.251887,2.5,37,"Fast Food, Restaurants, Mexican"
Cy8XYYDrZ5wd3Bq-toXMsg,Hachi,3410 S Jones Blvd,Las Vegas,NV,89146,36.127713,-115.224648,4.5,274,"Tapas Bars, Restaurants, Izakaya, Sushi Bars, Tapas/Small Plates, Japanese"
IMIVelJKQ5fuqyFMFbzK-w,Jammin Jerk Hut,3333 S Maryland Pkwy,Las Vegas,NV,89169,36.128998,-115.137672,3.5,27,"Caribbean, Ethnic Food, Restaurants, Food, Specialty Food"
dEAk-gE-5Q95a7p91gNn8A,Sushi Koma,"8665 W Flamingo Rd, Ste 126 & 127",Las Vegas,NV,89147,36.113892,-115.280322,4.0,1047,"Japanese, Sushi Bars, Restaurants"
ghDNHpqETRJGxG5iUtaZtw,Lobster ME,"Grand Canal Shoppes at The Venetian, 3377 South Las Vegas Blvd",Las Vegas,NV,89109,36.1218169911,-115.1687059636,3.5,624,"Restaurants, Seafood"
sQMYpoH3d_m0LKpaeRBNRA,Neiman Marcus Mariposa Restaurant,"3200 Las Vegas Blvd S, Ste 100",Las Vegas,NV,89109,36.127719,-115.174595,4.5,10,"French, Restaurants"
w1gAEE4anHxNNZtJoJOTUg,Cook's BBQ,1236 Western Ave,Las Vegas,NV,89102,36.1557391,-115.1595405,2.0,3,"Restaurants, Barbeque"
fdLR0YxQUHuxxA-GkkHqPA,Señor Pollo Restaurant,5485 W Flamingo Rd,Las Vegas,NV,89103,36.114652,-115.216013,3.5,8,"American (Traditional), Mexican, Restaurants, Chicken Wings, Fast Food"
GwNHbifUGWXRT6vYvfkKew,Roberto's Taco Shop #22,4886 W Lone Mountain Rd,Las Vegas,NV,89130,36.2466993,-115.2090828,2.5,12,"Mexican, Fast Food, Restaurants"
EqUlVPI8t9A96BIvWdW1pw,Joey's Tavern,7081 W Craig Rd,Las Vegas,NV,89129,36.237869,-115.248219,3.5,62,"Bars, American (New), Restaurants, Nightlife"
RRo3Nf5ypfS68fhS_aTrug,Hawaiian Food Online,6655 W Sahara Ave,Las Vegas,NV,89146,36.1437297,-115.2376269,3.0,4,"Restaurants, Hawaiian"
vLkKorA1gPS97Zj0_WKA0Q,Twist by Pierre Gagnaire,3752 Las Vegas Blvd S,Las Vegas,NV,89158,36.1060800087,-115.1747367341,4.5,301,"Restaurants, Steakhouses, French, American (New)"
Nc6k5XNVffb59n_nlDZFdQ,Time-Out Sports Bar & Grill,6138 W Charleston Blvd,Las Vegas,NV,89107,36.1599831016,-115.2252589089,4.5,47,"Beer, Wine & Spirits, Food, Sports Bars, Restaurants, Bars, American (Traditional), Nightlife"
zYDih_sBtW5ujL-zmUjIqA,Magura,"3242 E Desert Inn Rd, Ste 15",Las Vegas,NV,89121,36.1302395377,-115.1031716792,4.0,64,"Burgers, Food, Food Delivery Services, Restaurants, Italian, Pizza, Salad"
_kb6GT4qawjwq47OsQ52xw,Paradise Garden Buffet,3555 Las Vegas Blvd S,Las Vegas,NV,89109,36.117064,-115.171177,2.5,520,"Food, Buffets, Restaurants"
s0vNtuLs1cwEqHTXKiS05w,Babystacks Cafe,"7090 N Durango Dr, Ste 140",Las Vegas,NV,89149,36.2897139,-115.286709,4.0,610,"Breakfast & Brunch, American (New), Cafes, Hawaiian, Restaurants"
32JWhoH-Kiu1wRFTvHvW9Q,Pie Me Over,"6070 S Rainbow Blvd, Ste 7",Las Vegas,NV,89118,36.078686,-115.241801,5.0,123,"Food, Restaurants, American (Traditional), Desserts, Bakeries, Do-It-Yourself Food"
09a8Mrd3STr4AxokKgbZHA,Sushi Avenue 2,4949 N Rancho Dr,Las Vegas,NV,89130,36.2490797,-115.2428492,4.0,8,"Sushi Bars, Restaurants"
TZ0sFZnJi1w4CM0IcA4T6w,Tacos Los Toritos,"855 E Twain Ave, Ste 127",Las Vegas,NV,89169,36.1214322,-115.1448532,3.5,22,"Restaurants, Mexican"
vugrV0cSoUGfS1Ef_mF7nQ,Outpost Saloon,2200 N Rainbow Blvd,Las Vegas,NV,89108,36.199907,-115.2420369,3.5,23,"Casinos, Bars, American (Traditional), Restaurants, Arts & Entertainment, Nightlife, Karaoke"
1M1A-s6BbnzK3eURw01rZQ,Rincon Catracho,4110 S Maryland Pkwy,Las Vegas,NV,89119,36.113966,-115.136829,3.5,72,"Restaurants, Honduran, Mexican, Latin American, Chinese"
NXT94mdw1KWadc3q0u0KYg,A.Y.C.E. Buffet,4321 W Flamingo Rd,Las Vegas,NV,89103,36.114239,-115.19508,4.0,456,"Buffets, Restaurants"
JhRxDdmZSGDG_u7cGxaYrw,California Pizza Kitchen at Summerlin,"10945 Oval Park Dr, Summerlin",Las Vegas,NV,89135,36.151547,-115.331923,3.5,235,"American (Traditional), Nightlife, Salad, Cocktail Bars, Pizza, American (New), Restaurants, Bars"
QC9bLPcNk6ymAOHf03pHhQ,Del Taco,5180 S Fort Apache Rd,Las Vegas,NV,89148,36.0945476,-115.2967462,3.0,41,"Restaurants, Mexican"
MNaPOkqm2vKeNG8EqkZWCg,Chicago Joe's,820 S 4th St,Las Vegas,NV,89101,36.1609794,-115.1478447,3.5,415,"Italian, Seafood, Sandwiches, Restaurants"
6bYgKI5JaQmS2xDoofS6cQ,USS Fish N Chips,3297 Las Vegas Blvd N,Las Vegas,NV,89115,36.218732,-115.0923009,4.0,50,"Fish & Chips, Chinese, Restaurants, Korean"
bU4pwOlhicUKtPfefTGMQA,Jack in the Box,3320 Las Vegas Blvd N,Las Vegas,NV,89115,36.2181426,-115.0915758,2.5,7,"Fast Food, Restaurants"
pr8Mha_nXhkONtwmj9ka4g,El Burrito Mexican Restaurant,8508 Del Webb Blvd,Las Vegas,NV,89134,36.2104502,-115.2794629,3.5,98,"Restaurants, Mexican"
sIr0Wp13Z_MqwgcNvF-5ew,PoshBurger Bistro,"9921 W Charleston Blvd, Ste 6",Las Vegas,NV,89117,36.1588941,-115.3122252,3.0,49,"Burgers, Restaurants, Food, American (Traditional)"
UPIYuRaZvknINOd1w8kqRQ,Monta Ramen,"5030 Spring Mountain Rd, Ste 6",Las Vegas,NV,89146,36.1270336,-115.2098191,4.0,2604,"Noodles, Ramen, Restaurants, Japanese"
SWA4f1pfpWLIVTxWnsCM4g,BIG8 Pizza,610 E Naples Dr,Las Vegas,NV,89119,36.106012,-115.1503197,4.0,5,"Food, Italian, Pizza, Food Delivery Services, Restaurants"
KVsv8wRGnLX8QWoNZKNMQA,Shibuya,"MGM Grand Hotel and Casino, 3799 Las Vegas Boulevard South",Las Vegas,NV,89109,36.1026507496,-115.1689883864,4.0,704,"Japanese, Restaurants, Sushi Bars"
4zqoILJLZ-3F8VVNr2hg1w,Mrs. Williams Bakery,"3466 S Decatur Blvd, Ste C",Las Vegas,NV,89102,36.1268204,-115.2074885,4.5,46,"Bakeries, Restaurants, Food"
X8ZXYgiIXV9kDmlDfbnLjA,Mariscos El Mariachi #2,1725 N Nellis Blvd,Las Vegas,NV,89115,36.1908675,-115.0625934,3.5,11,"Mexican, Restaurants"
EyhI_N2JvQQgBypBJAT3tw,ReBAR,1225 S Main St,Las Vegas,NV,89104,36.156507104,-115.1535546407,4.5,128,"Gastropubs, Dive Bars, Bars, Shopping, Wine Bars, Nightlife, Pubs, Restaurants, Antiques"
6WWXpMwIB7gTc4yZrkM-fQ,Hot Dog On A Stick,3850 Las Vegas Blvd S,Las Vegas,NV,89109,36.0988311768,-115.1757659912,3.5,26,"Restaurants, Food, Fast Food, Hot Dogs"
oauECSQhZKNfQz12Gjdk7Q,Thai Spice,4433 W Flamingo Rd,Las Vegas,NV,89103,36.1148225492,-115.200800453,4.0,170,"Ethnic Food, Thai, Specialty Food, Restaurants, Food"
1CWMNSTRMejdSyXBG2chNg,Fireside Restaurant & Tavern,1785 E Cactus Ave,Las Vegas,NV,89183,35.999495,-115.128018,3.5,139,"Gastropubs, Nightlife, Bars, Food, American (New), Restaurants"
eDn45jTzYgCXhG4a_1wykQ,Bottles & Burgers By Double Helix,"450 S Rampart Blvd, Ste 120",Las Vegas,NV,89145,36.1672912,-115.2869529,3.0,82,"Specialty Food, Restaurants, Beer, Wine & Spirits, Burgers, Food"
2lPLbTenaBH3SGHgpwM54A,Pho Lan,"4860 W Desert Inn Rd, Ste 9",Las Vegas,NV,89102,36.1299924,-115.2074043,4.0,93,"Restaurants, Vietnamese, Soup"
emwtizy_UAmUjcNP88I0Tw,Kaffe Live,"5135 S Fort Apache Rd, Ste 145",Las Vegas,NV,89148,36.0952055,-115.2982296,4.5,48,"Beer, Wine & Spirits, Nightlife, Coffee & Tea, Cafes, Arts & Entertainment, Breakfast & Brunch, Food, Music Venues, American (New), Restaurants"
dVbZ0xbkwl8BWiqaDS0t-w,Putter's Bar & Grill,7150 S Durango Dr,Las Vegas,NV,89113,36.0580753,-115.2784336,3.5,45,"Bars, American (Traditional), Nightlife, Restaurants, Sports Bars"
MgSd4P3ATkiywbbraFygHg,Plantone's Italian Market,8680 W Warm Springs Rd,Las Vegas,NV,89148,36.05572,-115.281181,4.0,338,"Pizza, Delis, Sandwiches, Italian, Restaurants"
8RGoNUEC4QGbpF4af7CDdQ,Little Caesar's,"3545 S Fort Apache Rd, Unit  115",Las Vegas,NV,89147,36.12512,-115.297975,3.0,51,"Fast Food, Restaurants, Pizza"
wpHN9iLlhn_z613xJd5uyA,Subway,3201 N Rancho Dr,Las Vegas,NV,89130,36.2174670247,-115.2130735158,2.0,3,"Restaurants, Sandwiches, Fast Food"
rzSpnojxrHra_wFeN5KpMQ,South Beach Cafe & Deli,3801 Las Vegas Blvd S,Las Vegas,NV,89109,36.09906,-115.170452,3.0,17,"Coffee & Tea, Delis, Internet Cafes, Breakfast & Brunch, Food, Desserts, Restaurants"
BEtgRzNeXGAf0uQ-HuSyfA,Ohjah Noodle House,"7150 S Durango Dr, Ste 190",Las Vegas,NV,89113,36.0580645287,-115.2783943713,4.5,451,"Ramen, Restaurants, Japanese, Noodles"
CiAZtA0C8AYcPdaaKt816A,Carl's Jr.,2380 E Flamingo Rd,Las Vegas,NV,89119,36.1150195,-115.1196411,3.0,29,"Fast Food, Restaurants"
ch_XGu7FpwGKp9m8Xy4vPA,Lemongrass & Lime - a thai bistro,"8431 Farm Rd, Ste 130",Las Vegas,NV,89131,36.2991958014,-115.2812808214,4.0,156,"Asian Fusion, Restaurants, Thai"
ZxTdfZ0No_6Hx-184p22Rg,Asían Fresh,145 E Harmon Ave,Las Vegas,NV,89109,36.1079121,-115.1659357,3.0,4,"Asian Fusion, Restaurants"
9wNrqTeoEepFSbFu4QLuUQ,Rosati's Pizza,"7380 S Eastern Ave, Ste 110",Las Vegas,NV,89123,36.0556749665,-115.1171386242,3.5,75,"Restaurants, Chicken Wings, Sandwiches, Pizza"
K_URSTcq_chiWPcMpuo3Qw,Island Sushi and Grill Express,"The Plaza Hotel, 1st S Main St",Las Vegas,NV,89101,36.1718326389,-115.1467609406,3.5,142,"Food, Food Delivery Services, Specialty Food, Ethnic Food, Sushi Bars, Restaurants, Hawaiian"
gTHo2aGgiG-jqy-_C2OhSg,Sol Tapatio,3901 S Maryland Pkwy,Las Vegas,NV,89119,36.1181652,-115.1381023,4.0,44,"Restaurants, Mexican"
mwE5uNVkxCXvEuVa1KQ_3g,Distill - A Local Bar,4830 W Pyle Ave,Las Vegas,NV,89141,36.0065454,-115.2064695,4.0,326,"Bars, Beer, Wine & Spirits, Nightlife, Food, Restaurants, American (New)"
AgMBY5tKMaFnFA2S6Vf22A,Capriotti's Sandwich Shop,"6965 S Rainbow Blvd, Ste 104",Las Vegas,NV,89118,36.06256,-115.243388,3.5,111,"Sandwiches, Restaurants"
qSlfi_h5LdTAm7181FAZiw,Pizzaria,121 Circus Circus Dr,Las Vegas,NV,89109,36.1371788,-115.1627299,3.0,17,"Restaurants, Comfort Food"
UTOiogJ54ajwy1ASN6VkSQ,Wahoo's Fish Tacos,"7930 W Tropical Pkwy, Ste 120",Las Vegas,NV,89149,36.2709431,-115.2681725,4.5,33,"Mexican, Fast Food, Restaurants, Seafood"
