business_id,varieties,ambience,management,service,value
9wNrqTeoEepFSbFu4QLuUQ,45,42,24,15,2
9wxxjUKdaiWeK0fGxSYhzQ,195,170,121,59,12
9YiQ3o0EGmtojzjXdEfgeQ,30,33,21,10,1
-9YyInW1wapzdNZrhQJ9dg,98,76,70,27,13
A_CXVdyJCE6nyxwbd6fNwg,127,127,107,38,8
a09UyTP6KoaARapiMU7oJw,48,31,34,8,2
a0v7Si0DK4cIko7AQY4YXg,558,382,365,111,13
A0X1baHPgw9IiBRivu0G9g,346,345,306,121,24
a192hdM0_UVCYLwPJv1Qwg,573,361,393,127,33
A2pZTpFXWC38z506XIhnBQ,27,33,29,11,3
a3APDveO8DSEIp7o1f24hw,158,121,131,46,6
a3jFGgoWbPkPGENEafiXwg,109,87,90,24,1
a3vug2R5PvBCmzr6KU5RnA,87,66,52,19,5
A4yJu-Nq1n6nuLP6QKZkrw,32,30,29,8,2
A4zLP5AyKEEHQr_dWEZKig,288,242,212,78,14
A5Rkh7UymKm0_Rxm9K2PJw,737,637,546,219,49
A6lKCuTrDSJ_eFKyumZCJQ,75,62,58,23,5
A7jbtXYFAZhErOW7xIQinA,127,145,106,39,7
A81a8oV8DAxnGLY2_r8dUQ,79,66,42,26,3
a857YYdjzgOdOjFFRsRXQ,311,179,214,68,22
A8IouaHOlMHoVIRuAKbKzA,33,28,34,16,2
A9IUE1W6TfVXfSC6LkrWCw,49,45,48,13,6
AaLvYFsLuyO1uGk0QLxN5A,141,90,98,37,7
AbadN65irz8uSL8z6fkoBg,61,57,32,12,4
ABJjxuO6oh5D9R48-eAUdQ,403,339,298,117,16
ac3laXcJnclYZAO65XAcmA,183,129,129,42,8
aD0EslPREWGDlSpD0RMlEg,397,234,279,104,21
AD5PiuJHgdUcAK-Vxao2A,162,124,118,42,9
ADtl9bLp8wNqYX1k3KuxA,281,165,193,67,14
AedKwfr0VdNj7Xmx70GW6g,63,64,45,22,4
AES2bv2pf2jIL5c2qVQ33w,51,45,55,17,3
aGDo7GDN5YLvpYykpSLkbw,240,144,176,58,13
agGJSdMTRrkA6VrYMbC-SQ,173,123,118,37,8
aghOCY7m-I_8tNA9FnRcjg,38,29,21,10,1
AgMBY5tKMaFnFA2S6Vf22A,59,54,42,24,11
aHFkZDm8g27zpzydNE8OMg,122,76,89,30,9
ahSFUPojs9X3-1jP-QPb-w,526,352,358,126,24
ai5dbb7P-qwt113PaJJCwg,53,44,34,10,4
AI7zxDNVgO3pDyAP_rcA7A,66,64,44,17,2
ai8nfTBNvL579cjIuqZajQ,90,76,72,25,8
aidcfUzZLOjWgwlxfv3UlA,54,44,42,17,3
aJK0MWXKgXIgQUCM9fqSJQ,39,27,23,9,3
AjWFFZN8KwyqJzzi0DyEsw,355,311,231,113,16
aKEEQqL1UFMieilnylI1gw,338,195,224,77,19
ak-f8IV0ZdDeI4oYnjA1Pw,132,93,91,32,5
AkG4ozbKUgjDk8-Mmywsxw,56,43,39,16,0
Akl6WDSUwYQ3zanxczLNSg,221,192,161,60,13
AL5YzikrmxwcBzBNLGO7Jw,108,95,70,33,2
ALaBtHzn3ekGDJQoCoQgOg,46,41,40,15,4
ALp--wAIVL4qQfCANn3ffw,74,57,47,21,4
AmJ0GFlYCAap-vGYxv-OJQ,45,30,36,17,2
AMTNJbYbu0OMMAkx4meQxw,108,102,76,39,8
amwEhW6y9PZtq5ZYNJhQBA,66,49,43,13,3
aMZzd9RrRyhpuUJycefotA,72,39,57,18,4
AN0bWhisCf6LN9eHZ7DQ3w,56,51,38,15,3
aNe8ofTYrealxqv7VtFTuw,125,88,89,25,3
aNGcHb8rjFFI9nY_fUgImg,180,122,142,48,9
anQ0TggcB6f4yO4csQ44oA,46,37,35,10,0
anQSLdujUOp0sTCmIBi2Tg,237,157,194,66,11
anrLWKAKm3hFLcJpbhEDUg,47,33,28,7,1
AnXovUgUHJap3QaDRnjL1w,197,176,146,52,12
AoGCnRtwifZ2gTGHtg8KTw,177,124,120,47,16
APAsM2DPl9FH0sC6jFEaXQ,28,30,25,6,1
Apkr-qykgpUI5ltIw7B-7Q,67,48,51,21,5
aQ222ydz_GSRZV66xNt4kQ,295,195,211,60,14
AqfEIxefqdArIWf9YUVAtQ,144,137,114,42,14
aQUo8irLBywAZN26ln_Q1w,57,33,48,10,2
ARohEoxqg8TzA5gQfdGAZw,158,139,113,37,16
ars2tzN-u21FuTwuxAMkVQ,57,38,35,13,2
arv3T_av9OoVo3SvxV4TXw,92,56,75,20,5
aS1qJzTGyluRT2tJ09Jbaw,280,195,206,65,16
Asy49gKgikq_NkYsC_7c0Q,60,54,48,13,3
AT_xDv2Lm5K7VtER1fp-SA,317,252,234,86,20
aTbz9GdpAf2M5MeAHVNhWw,64,51,40,18,3
AtD6B83S4Mbmq0t7iDnUVA,519,431,380,139,34
ATGZLAWudXt5hQXQ1AVGDQ,89,65,62,31,2
atVh8viqTj-sqDJ35tAYVg,158,109,129,37,7
AUl6myFhTAbEqt0GMdKHiw,90,64,63,27,5
AUOlDSQ8R2wIkN4lQ4kVDg,134,126,120,47,7
auTNigMttjBBTj1MNxOeFQ,355,194,253,75,17
A-uZAD4zP3rRxb44WUGV5w,817,730,607,250,42
AUZQbqGldMpNURXCh-UuUQ,42,32,30,10,2
AVA3AwMEHfLY9anV3WgDXA,65,51,43,17,2
AVXw5x9Sg-jD5EVcvpxrQA,41,32,30,18,3
AwBCgvegeFogpb3lpmpCuw,42,31,29,17,5
awI4hHMfa7H0Xf0-ChU5hg,1400,913,983,328,46
aWzp373TChor3kYz_BcWZA,107,63,86,29,1
AxeQEz3-s9_1TyIo-G7UQw,45,37,32,14,3
axX1hO_lEn9C-na3mMN4Aw,100,74,76,24,4
Ay34xZOFax3X23zaA3nwdg,169,117,128,51,5
AYe8rS3qBPuLHSwNOZSbcA,149,133,98,40,15
AyEtowSGi9vx0-xFfrgjWw,317,281,246,97,16
aYfHXWNjLNUVoQa5CMA2jg,122,81,91,30,10
aYyj9OdH059CoEXadmldXA,157,101,121,35,7
azIZRqX_1qbp0_6GKSgSAA,186,134,147,46,12
AZlnpvILz5cEWJifjr2CSQ,98,79,67,26,7
azxeH9W14hzFnZyuOm8JdQ,112,76,91,28,4
B_WggEKFq-ZFNui8CHPYvA,406,362,287,120,36
B0Vm2tge4I2JJlZhD4sl0Q,92,76,60,29,7
B19KKE75ZxqoR3EDuvA1qw,41,34,28,9,2
b1WGIdd_oSwGYZtC769Shw,227,130,168,51,6
B1X-D4mRW3VjNUUolPDItA,102,76,61,29,8
B3omTXI--0eiBC7nCv_WXg,100,73,73,35,11
b3vRI8yXNK34hgC0Wd4Iag,413,249,293,97,16
B7qQmqD9H2UoOpShmHTfZw,101,68,79,27,7
B7XwqO9Lbzq-VtOiRobfCg,133,110,92,41,12
b7Y4dIggAacPum1tF3NpKg,153,104,106,41,11
B9hP01A7AT4tQXv_nRozQw,51,43,38,5,4
BBJ6Y9Kb2-luoBFBfc8o9w,73,65,57,23,5
BbOx9i_kDJBnE9K2hyqBTg,93,61,56,15,4
BCAw9a_kyx2RddRH9tMmKQ,460,402,359,132,33
BcW7Z9lPmOB_8eS2lEuOqQ,378,312,253,99,18
BdzJQypceJ5Bam2P7egoiw,104,83,59,36,6
BEplfZTUzYwApjMUaOA12w,429,392,311,138,27
BEtgRzNeXGAf0uQ-HuSyfA,230,197,172,61,17
beuVp5CZxCdNvQIIPBS2rw,565,343,426,127,23
Bf8BQ3yMk8U2f45r2DRKw,104,82,77,25,8
bFaFb7wu7swOp5qD8lNMog,206,152,128,53,12
bfmz_fm-9yvcAU29k9CD2g,40,27,33,9,2
bG8OeTrW5T7pRaDgKKUNAQ,45,29,37,9,3
bgx6gYdktqEoQwBdo5lRbA,125,63,84,32,2
bgXb5YYzQvHXmM8owZB4fQ,195,126,129,44,5
Bh3fRjirjRYDl2tufa42UA,86,64,44,15,5
Bhj4G0ArZqRvz9DprbNX3A,192,171,147,61,16
BhueLLvA0k9G1Lr0WeZX9w,168,128,120,47,12
BIbjBxoiJLS8CnNsSP64TQ,67,77,64,21,5
biSsdqExmdvIKiFuowOadg,185,116,119,44,13
BIuXMWuQIlC1ZlC3lTzy-w,110,84,85,37,2
bixMVkra8aJ1zcx026N8Bw,36,29,29,10,1
BjH8Xepc10i6OhCDQdX6og,525,474,413,151,31
bjllusUsLq9zE4yZnLpOzg,300,176,229,80,8
BjLXhrKdB3I3f3ODy0INRw,127,117,89,38,8
BjRi5W4tESsLRwVb85GIMQ,83,78,62,23,5
BjrKNWhtQkedHw8hP_0Bjg,189,169,128,52,4
bjSC_jbrypke0l-bXXBmwQ,405,239,293,99,12
bK_eTLw_uEuEyMzdZlKN6A,219,144,155,46,10
bKbYRUZKDYonSPOjzchJJg,148,92,105,43,9
BKg8YIGX_5YyUczmBAyyCQ,72,60,48,17,4
blBZJ_UbVb2ieOcktYRuZg,115,72,80,27,9
bLCdohUvOM7l1OcXifmblw,192,124,125,46,8
Bm8nRUsZ-dK6g2eJLxMTOw,218,168,145,63,14
BMAflH82OUIMl2mHtP0MNQ,47,44,30,9,5
BmqghX1sv7sgsxOIS2yAg,115,60,74,25,13
bMrYaaAy62ppdS09na0RgQ,58,42,46,17,2
bMZBkFrTI6uSYQB6XYnvnw,148,97,121,36,4
BndplCo6DSSIUSP5wOEF0w,46,28,29,12,4
BnpuVvPy3sfLlkqKCx6Xnw,198,185,138,52,17
BOMgSyi4-TYAnjVn3m0z3A,88,81,78,33,7
BORPULADzZV6_LJZzcsywQ,474,382,354,145,26
bPcqucuuClxYrIM8xWoArg,268,180,209,63,8
bPh7M1vos_V-g8_s-eHaNA,152,87,93,27,2
bpRo8L8dkhgbJhdIKa9mwA,861,621,610,212,38
bQ_wtZvMb__OhprY5bF9aQ,216,142,134,50,16
bqDFZDfDPdCut0CbybDUrA,87,70,53,18,9
BQJokxJ4y4s57i7Mn65pvA,134,110,115,28,11
BQKPbuILIAG53XtIZ51s5Q,74,59,56,20,4
brAUHv7Kmxx5nclssCPldA,50,40,32,14,1
BrclERrbZrQNRyBmDGawQQ,65,66,46,18,4
bRR4gsjHv0F_RnRGjQBqlg,210,121,139,51,18
b-RSw4G3HJvGfwvRLzuLPw,239,137,161,51,10
BS4aZAQm9u41YnB9MUASA,40,32,22,8,0
BSDKbSLFO3CP-uhfcuUCkA,249,226,176,66,13
BSGy3c4voXZ5ntOi2fJwjg,42,34,23,19,5
BslEhCyzaQPfpHtDogb4hQ,320,267,227,96,22
bSY97kgQpJ5BrpgW40V1qg,391,246,251,80,13
BuHbMNbCQzzYi-3Y5w1c4Q,157,117,95,49,6
burnDlH36FSphvf4vQf10w,130,83,86,27,6
buTa1akbH0pO_P10v99_eA,283,193,197,73,11
bvGdqJ-SeGdIHX-HEabwlg,143,90,92,34,9
Bv-HHUs8aHzDrdWcZHn8w,55,36,36,13,4
BwuyBsShSQwO3_-SvW6fRA,116,111,110,46,9
bxCKBd1qsafnKXlWrCK20g,115,67,90,25,3
bxQUVVI8LR5RmyTYYJq07A,66,45,43,21,5
BxRTF1hmGAzMzkTDsEp2gw,141,109,107,41,13
bXvr9e0_TQ83RI3nZwDdsg,60,39,40,12,1
bY5f0CV5u3L1b7bGuNUA8A,42,25,30,11,0
BYp4NUxpwXCsTAoEmksLxA,37,37,36,11,1
BYQ6Wfh4hhKKLI71qhDWIw,42,31,42,13,3
BZSzoBFhkXBUQTx4Cgl5Aw,180,144,127,55,7
c_iQzwsTDYraPvHSKz88QA,435,271,303,109,21
c0ZerP3dvw3x2IWXzNKDyQ,76,59,59,19,2
C1jQ5CbszJkS_cyWgaRVGQ,100,107,70,28,6
c2l80imPWR8V6gIEM02XPg,46,28,27,10,2
C4XsC2ZBtsl1EgjdVue3yA,52,47,55,19,1
C5azlhXSTOlqVAM3nl95nw,95,82,63,33,9
c5N-XCk-ntpyYRsYkwH7kA,129,84,80,33,5
c5TOGBUCCUUNBPM7h_KbmQ,89,65,59,19,3
c61LbN1s5qF-k52ReVbQjQ,136,75,91,28,9
C74ViML3zx1akYVafLaiXQ,165,137,132,54,11
C7X8VCpbBwTP2lFR354EIA,50,47,45,15,3
-C8sSrFqaCxp51pyo-fQLQ,72,44,53,19,5
caKRXynM5bY922pGtQhvfQ,84,57,64,27,3
cAs1-wyAjvfsK1Vgo1jCWA,59,41,28,12,4
CAxHrXoPrbf0e0AYFPhv6g,51,50,39,14,2
CBb7z-MTbkzBvsUHBDqxEg,175,160,122,56,8
cbgIpJwmPVI6Zf7nUIXdFw,107,89,87,21,3
ccd6w9w81PUBmtV1DFXgig,63,36,48,13,1
CCRgGKhzxSpl38w7yhqKUw,515,459,391,148,27
CCVh8YKdN3c-WgqEbzya3A,100,95,76,36,6
cdRcqdqA4CH6DZk2CIRKwQ,45,37,33,12,1
CdxWhFBtjl0LBqlQEfxX8A,143,118,97,36,10
cePE3rCuUOVSCCAHSjWxoQ,168,116,117,44,10
cEU4IbCouZ1IFwURJKRJRQ,30,29,24,6,2
cfggUk66F01Av4YWZJXcnA,202,122,146,47,11
CFGmRESf9QajghUrc__akg,50,32,27,15,2
cFmranpzNq60YuAJDwCWVQ,55,25,34,11,1
CftugKq9LBGGbYbzGWN5Qg,47,38,31,19,3
CgCujnZFGzsMPDVo4VNCLA,67,59,48,26,4
cgZOP1ZUBOZmEQMSJ53oiQ,153,118,114,39,8
ch_XGu7FpwGKp9m8Xy4vPA,82,54,66,21,4
CH3GQlTeeCdT51ddJAxwVg,55,57,43,15,3
ChQmxnYLSVIQkL8Ct8z55A,136,102,89,37,3
CHW_DPKnTqudyRaDa4vwkg,41,43,31,12,4
CiYLq33nAyghFkUR15pP-Q,878,713,588,280,58
cjlYcqxyqRBe_w3OgasPAw,40,30,22,7,1
ckke8MRDHVLJdNa0quxOEg,129,89,89,36,5
CLthP1yn32xlBswIbsLIjQ,60,44,41,21,4
Cl-xl1vTUwHeaGgBxzdTRA,98,86,66,30,6
Cly7wJhbXIDID_quND01_w,163,129,121,37,12
Cni2l-VKG_pdospJ6xliXQ,1318,1173,993,395,97
c-NXKTJ0jrrusTPxJAUwvA,171,122,125,41,12
CO5ofU1HQIBf1KWvb5ysLQ,31,33,31,12,1
coBLz73uWQp1gbMQGkvM3g,167,99,112,33,2
COgwFthJpS4We16W5Gf4lw,127,106,83,42,12
cOJ1uIVIHCiefUyWG2wDfw,284,160,185,68,8
cOqd9ou3uf-1k3OWFo-_CQ,73,40,44,12,3
CoyeXg8FBsS_d20QzNIy-A,492,403,373,152,38
cPaXllVOblQn3kHQ8olDsw,57,31,38,10,3
Cpb142L849ilMzgiSR4a0w,150,107,104,48,3
cPmThZ7Ugpd8eJnIObOy0Q,154,97,103,30,11
CqVdLcbyZzfAjeCD1qEBZQ,69,62,53,19,2
cQzFj5GNz8l_VMJJnW4mLw,50,36,45,10,4
Cr066pnTj0ioEMZRTHgMOw,48,46,37,13,1
CR2DMfg3uP02PKT_fuygIw,75,74,58,25,2
Cr4ipI-tr-R8Q0NilkWNkA,543,427,369,154,25
CSaVK9wgqe2_tQuuCDINyQ,101,95,71,17,9
CtZ3HujCLTChyoad_L-nHA,241,197,176,73,12
Cu5icjH_psCatgvN4fU1-A,194,158,152,47,11
C-u6Ywuq192icOblKm6oKg,111,87,72,43,3
cUpdeZJawIwOl6G21z7CzA,128,92,93,29,7
CVECSCW-7zDzjpIPxsew4g,87,63,50,28,4
CVKOPzBVOj3_apFUmZ9ZWw,617,498,442,178,31
CVnfj-UBgOSEvcdt4eWUeA,86,60,61,25,5
CvpXZRF-I7wfm19dW1jOXA,139,83,83,30,5
CVRTly4ag_q5ua0R3iqrVw,122,101,99,38,4
CVt6kBVBABSq-NA_FZfrVw,73,65,46,22,1
cWfqbkMit27-Pg_bPUTwCg,51,34,42,15,3
CWhCFNnV60zdQo4c1GBWOA,60,44,36,16,4
CWNMLT-ppaUjLMmrnYDPVg,56,51,34,18,1
cxnbk6t6L3jnfT5n2Hbl3Q,34,24,33,10,2
CXrV-YvDIXUz9fGpTz5SEg,34,25,30,6,3
Cy8XYYDrZ5wd3Bq-toXMsg,161,101,115,45,9
cYwJA2A6I12KNkm2rtXd5g,3029,2022,2154,750,124
cyzOijFJ82cae6qH6L8vuw,458,293,372,122,27
CZF9Nm8CFY2R9ZhfwYIARQ,133,106,105,46,10
cZO6RmJcqRY9jGbYY71z-A,118,65,91,27,10
CztQkxRXch0__MsSmB0tTw,40,24,39,8,3
czx3G3V_f-4ZDg9YKJ0YQA,271,178,188,71,9
czyhvf93Txsfxdxqcm16mA,226,149,155,49,13
D_24gRsnae7guxJE8gLgtw,140,111,100,30,11
d_L-rfS1vT3JMzgCUGtiow,958,624,656,247,54
D_mVIUu5XyrHz-7U_z_pDg,274,184,195,63,14
D1BrHyiZON7u_ef-qt4_Uw,82,64,59,27,1
d1pB6SLzLb-4lFq8y5tEnQ,167,77,108,32,8
d2rFJ3_8ux87uyZVFGmlag,48,48,42,12,3
d3zW_b-JWlxMneNn7K9xew,180,127,143,46,7
d482l58ho0_IMdFkXX1F5Q,179,121,127,49,10
d4bMBIhBELF_bhkT-Sig3Q,32,25,30,11,2
d4qwVw4PcN-_2mK2o1Ro1g,573,398,401,138,25
d6_51PI94EC1C5sG9hi6HA,49,41,36,15,4
D6K3VT6S8FwFm4u5uN8T8g,227,145,169,55,8
D6WXf0lB4pfuXZH3P7c5Ow,151,92,102,38,5
D74O-i-iEWo-e5BpwFMcUA,46,38,31,8,4
D7GGjbDErdqlS48Nyilfow,63,58,36,14,2
D8a2usm9b-j89W9IrJ_Evw,342,238,231,79,16
D8yYMxz0p6oQnOQnLRUIyA,334,261,249,89,21
da17_EW7GaYZWw1Z1JKSmw,84,53,66,13,5
DA-ddRqcReCe_DcXKicvsQ,70,48,47,20,2
db04aHdl79B5OUo_tknYZw,195,111,153,63,8
DB9BRdu7is0AK1DvcuKlcw,157,106,109,43,11
DbEszO3wk1xVmN3pCPob2g,606,405,394,130,27
DbK9fyJq4O4zfT1jv6JOhw,42,26,31,5,0
dblGQtHAzNy1ACis1m2shw,108,65,51,29,2
DC3Uyai-vCCUgMmMvLESlw,69,41,42,13,2
Dc4tY9WKJu_7ImduMDAWlQ,54,31,41,15,2
Dcu698L9WArPRc9mAYrAzA,54,29,35,21,0
dCUuzw3R2rPqKyN2Zl9zRw,465,321,311,99,22
dEAk-gE-5Q95a7p91gNn8A,599,382,448,165,22
deL9fV4Jw3XhS0WqGRKgiA,139,99,104,31,6
DESv2ys6SjBKA4SyDtJvxw,512,369,372,126,22
deuHIeaTY8ns_GZAxU5H9g,117,75,88,37,5
dFmaYj3_cZpmEaL4WSOkPg,48,31,29,12,1
DgnIqlqYXdeg0UtSRaKcLQ,75,49,53,15,3
dGuVYsA5DMCm_TjSbX6x7g,269,150,180,70,14
Dh6JsWOKQqIjuw4ZPnWkOg,41,25,25,4,3
DHUAQ4pzH9KKzGZDm1jZLg,84,73,74,26,3
DiCfRiL3WX-vwkK85qrIjw,65,40,49,17,3
DiCWSyoaBkIpOVUdIO7Jlg,73,45,45,11,0
DIxgItsSI9QwX9H8lVptYg,72,38,50,13,3
diY31IEunbV8MfDh81FS1A,169,125,122,34,8
dj6nbGIqguJDXgz49nmFBw,40,28,30,13,6
djAWtGq2IxKaxMIMw-P58A,65,47,57,18,3
djbZ5uQPKw9N4Dq9QXhdNw,314,203,225,92,12
dJF4C707KVhFx1qcRJhlEA,262,193,203,54,12
dJS3iH-odljqWS9MKEFsBA,60,37,45,14,5
DJXZrIi4k1Iyd1mQRwxIMg,41,29,28,13,1
dk1MV0MP32Xq-iBxzewl0A,151,93,99,38,11
dk7pJipvk5MNZotQd9suUA,53,38,32,16,1
dkCi6pb2tP-BPTGTgv23zw,63,41,44,14,2
dKdApYVFDSNYsNOso6NYlA,678,409,463,161,31
DkZuVzYuylBanEsWK7mNGw,390,261,276,92,21
DLJCwHGtbAV31UQ1lnIjlw,208,136,143,50,8
dlNMXG9-BWsPGom0_lCCNQ,96,63,66,25,0
dlpVK3a2Xfn6jtq5-soAfw,81,45,42,16,6
DLw9rK8Qb6l7ESgxtR47qQ,155,90,104,29,7
dm6sO_Y8JdKTE1ZM955yug,272,160,199,60,10
dn_ipqbm7_jUz5X3rDez_A,813,544,557,209,40
dn51F67VLgPuqy_8SFk9oA,345,231,236,93,14
DnalbBqgX7afqSYgO5R8iQ,126,99,89,27,7
d-NDnFSfwUZ2wf4aDBic5Q,46,34,36,9,0
Dnn7JsdmvJ0_spWu9wo2kg,55,44,37,14,4
dNRbhJt4wd-ZU4lFVK3iiw,37,34,17,7,3
DNSDAtD6uxQkoZkQe2v4ew,276,183,219,63,10
DO3FefiMYiPYsEl6O8W2dw,56,37,27,13,3
DO5mQxiBOgHEznosjxvJXw,74,70,52,13,5
dOGLTIMqqQZn8xxBRsU6CQ,286,194,176,66,13
Doqz6-NiXEPhr28koWESKw,52,46,29,10,4
dPbvWt-6YVxtGkeh7f9JpQ,74,41,62,21,7
DPmZTwZuknnVPAeIGJq5SA,61,37,45,12,3
dPxZI9lrKTl5dvFfnb1_Ig,183,112,127,43,9
DqcD3YflYhArFsC4KVUnOw,163,98,105,29,6
dqO24yvvHJc5jgHm3LcliA,101,84,75,25,5
dtqT51H8Q8mIvrLylVuiZg,85,63,60,20,7
dTsyfvRfN-zFdsgIDuQllQ,81,55,54,19,3
dTU6CKCfGNBZCT0AmBbyRA,40,24,28,12,1
DTz6gFeWmdvSEIFGjXpIgQ,141,95,111,41,7
dubu2kN3Y9EB4uYGFWa0MQ,106,63,73,22,3
dusNIzdCaH6EoLl2hRy6cQ,61,41,50,20,2
duw-3Aj7gAKbQG-isS5UtQ,277,178,201,56,10
DVfCbJhJUDWRlUfrKzaKOA,294,220,217,86,16
dVhGY-mNwTWQzK01Zxuclw,173,124,108,47,3
DVJkxZkLKS76Khb2y6XA6A,242,151,188,68,14
dVp1llwjZUmhCF4pNsJnQg,203,149,154,56,8
dVQFNgVlnxgitEXDQR7tfA,160,93,103,36,6
dWk0mbhj79pK3WBp5oLtpw,611,395,437,164,29
dWrezcuIAO-Ckx1W0gu5jg,239,143,157,49,7
dWw7M_JsAVUprR86--89ZA,190,131,118,44,9
Dxaz8OxaadecnWol18kAtw,534,325,381,137,31
dxeu5YQIzw0jOp1cSVkimg,353,257,268,96,17
DXYhrg9EXuW8n5QMnCoHAg,91,82,66,26,6
DYAorbxOyubUB_wtQRCdug,490,323,334,132,21
dYMhfzyZyklXELmYq_wfKg,403,245,292,96,20
dYpnpMZowfGsCisHhABPZg,44,29,38,10,5
DYuOxkW4DtlJsTHdxdXSlg,466,311,339,118,22
DyYS-JKXlW2PCr_Gt5JOvQ,41,30,38,12,1
dZB5VuI4mCVRz8qQUwUgCg,276,171,177,71,12
dzKDFiWLkspVBJKGfT0M2g,367,222,276,97,17
DzKl51tivGJMLiNsQqf38w,569,379,397,126,29
DzshamutZ350laV6Ji9xFQ,48,36,38,11,3
e0JOkQYz_cnz91k6X55PLw,318,239,215,77,7
E0OKctOhZpUQgwUUBc_RwA,147,113,103,41,10
e1_gISPV4RpFRjdNHmuodg,71,25,37,19,5
e13SEvJud_vgeDR_doL4sQ,438,297,320,101,28
e2ApirIzYID9xIye0r_gKQ,131,97,97,30,6
e2uWs-oYZ2PB4ybr-UhErQ,58,37,48,15,4
e3PBfbtXUjMziX6XGsOMoA,367,254,260,96,11
e5Qw3r7mkwPLcdDzZzTeew,78,56,79,20,6
E62l6LwZJ7lKaExcUbrtYw,483,305,294,120,22
E67gGK8yOn9kkNzx8FzQKA,181,118,149,51,11
e6ls6aHFa75xKEZUQUu1QQ,56,29,36,14,2
E6VoYfE4YDQueOHYpdyQaQ,48,32,24,6,0
e7byM17cm_J9ulGHD7Fbdw,58,53,49,15,0
e7N0AW-sKkJmRIpEovxBAg,268,171,200,68,6
E7VRsyNQWPteH6_qI4j7bw,251,185,196,60,18
E9Bq0UKtg3tB1yr2QXZ0Dg,85,63,83,25,8
E9HkUYYO_-5vKjvBwLuDIw,108,51,76,28,5
Ea3BblvC4zzagYI_1cNumA,40,30,28,9,4
eaNenRk_liZBERFFLCXqqQ,807,519,564,219,43
eavP59x5DOpGwVFhxbG4Cg,155,101,106,40,6
EAwh1OmG6t6p3nRaZOW_AA,1284,830,863,326,63
eBj_YyJU5jVu6tbZCkdtDA,310,211,205,92,14
EbP8eduNl-aEy2UVfs3zJA,79,59,57,22,3
EbSX56Nddv-AcYlt58m0kg,65,40,44,18,2
Ec9CBmL3285XkeHaNp-bSQ,854,472,554,207,38
ECOkEVUodMLUxvI0PMI4gQ,1223,772,899,275,66
EcsUxHW1keLUl5w-3ZEbAw,91,78,63,24,3
ed0Yc9on37RoIoG2ZgxBA,924,606,667,242,78
Edc4OQns2A4lqs1KT3HE-A,35,25,28,7,2
EdIFp1tdPi1267hm3da6Nw,108,71,69,31,5
eDn45jTzYgCXhG4a_1wykQ,43,31,36,9,3
eduRavkml8awmPachSZXuw,470,313,326,111,20
EdY6q0CO2mlATpoTFkvHAw,226,142,139,49,10
Ef5P6C2yHAv08FPif5Rdtg,165,110,105,34,7
EfAqol3tWckyNrBMIooJmg,172,115,126,47,10
EFxnpVs3vLUvpt1vX_iPdg,68,57,48,19,2
EGGdngbmVn-MA7i-6qrprw,190,131,119,46,9
EGI8uU1uf0msVtu8XDrNIw,30,17,32,6,2
egpDg61SdYbKWvCpPM7Nbg,114,94,94,33,5
eh127ASMZstrELE0K0XADw,304,204,220,72,10
EHDcxAlrrP4VPiZuQlrIrg,57,39,29,13,2
EHIUp6lUabQCtQ4SVZitQw,129,91,85,25,1
eHXUyMf64ynMzHaf0LdGgg,100,66,67,31,2
Ehy00JWQixgoXzisVKhvag,484,332,374,121,21
eiTWTVThkHr-DKXxIysbgA,137,91,93,34,4
eJCDUkFa7wl-BHYKZzaTMQ,165,92,120,44,7
eJKnymd0BywNPrJw1IuXVw,793,538,587,184,35
eJNHwNoCk_hZbK8AeHDZ9g,184,149,153,61,9
eJPckkV1k7gn0V2awA1pzA,125,83,90,29,2
EjzMHfwqAmj7BgdzQjquRQ,199,143,147,41,8
EkuSy_kM8dpGrlb2pTxCBw,169,119,107,37,10
elqbBhBfElMNSrjFqW3now,349,238,245,91,7
emCZVTnhkDEQUaAz5wJq1w,70,44,49,20,1
eMKqAItLbazgUT8xokz7fw,127,69,94,29,4
EMrghF81px-wnNqEYqA0Kw,110,72,87,36,3
EnCIojgP5KTr1leaysFE3A,783,528,561,208,47
EneqsOFGCK4KXofNHsc5aQ,278,172,202,68,17
eoHdUeQDNgQ6WYEnP2aiRw,2209,1460,1573,570,61
EOS1D1APHwlU19YL3A1PGQ,72,48,48,17,4
eoyvbnRYQe-z85e8Rc6vAg,285,195,176,72,16
Er5XAY2UFGGqBHdqpeCFkA,267,183,220,64,14
eR7Iw_X54m3YLWkXp9y35Q,320,199,201,75,17
Er8DpPwf_lHHv64ncWhD8g,514,334,357,137,24
eRjcli4nDHRwhByViUz9Ow,88,58,65,25,6
eRQwgSQD1KyCmJk_PAGOXQ,105,63,70,30,6
ERZua_xpyvHBnChITstpFg,34,21,28,5,2
eS76100l3h7Ollb5s3_M4A,150,110,112,37,7
esBRj9uPRzwxaW4Lz1XGLA,368,262,282,103,16
esivMfjV4OFS5g8YMuR3UA,62,45,39,19,3
eSLwC2iFJOU4UWXyuPiTpg,221,139,165,63,7
EsVVTcYO9DhSK2oxakctjw,69,47,48,20,5
eszo5NGbX8Cn2gfuUj3gAQ,70,42,56,16,4
etid3CozFvEOFcvDwHXsDw,231,147,157,62,11
etzDsNjkCyQBoJcU2a3U-g,60,37,40,18,4
euksvHm653hJMJBqzcvMzQ,48,33,38,11,2
